Pattern String,Comment,Pattern Category,Pattern Type,Where in website?,Deceptive?,Website Page
Items in your cart are in high demand. But we have reserved your order.,Shown for all products,Scarcity,High-demand Message,Cart Page,No,https://www.fashionnova.com/collections/sandals/products/always-blooming-flat-sandal-red
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,No,https://www.honeybum.com/collections/jeans/products/ysabel-girlfriend-jeans-blue
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products.,Scarcity,High-demand Message,Checkout Process,No,https://www.klaiyihair.com/collections/deep-wave/products/klaiyi-brazilian-deep-wave-frontal-with-bundles-virgin-human-hair
"ONCE IT'S GONE, IT'S GONE",Product detail,Scarcity,High-demand Message,Product Page,No,https://www.mandmdirect.com/01/details/LT3552/Lyle-And-Scott-Vintage-Mens-Halket-Canvas-Pumps-White
"ONCE IT'S GONE, IT'S GONE",Product detail,Scarcity,High-demand Message,Product Page,No,https://www.mandmdirect.ie/01/details/NB1508/New-Balance-Mens-Flash-V2-Lightweight-Speed-Running-Shoes-Black-Team-Royal
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all produts,Scarcity,High-demand Message,Checkout Process,No,https://www.mytruwood.com/collections/all/products/truwood-leaf-green-wooden-watch
SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.,See message on hovering long over add to cart. The message appears only after you've scrolled down the page first. Shown for all products.,Scarcity,High-demand Message,Product Page,No,https://www.pacificcoast.com/hotel-deluxe-baffle-box-mattress-topper/MV-67381.html?referralcat=sale#start=1
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,No,https://www.shopolis.com/collections/new/products/wireless-bluetooth-earpods-with-charging-box
"Items in your cart are in high demand, but we have reserved your order.",Banner. Shown for all products.,Scarcity,High-demand Message,Cart Page,No,https://www.simplycarbonfiber.com/products/real-carbon-fiber-heart
"Our items sell fast, don't miss out!",Popup,Scarcity,High-demand Message,Cart Page,No,https://www.simplycarbonfiber.com/products/real-carbon-fiber-heart
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Cart Page,No,https://www.sunberhair.com/collections/curly-hair/products/brazilian-curly-virgin-hair-lace-frontal-with-bundles-100-human-hair-extensions-wefts
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all items.,Scarcity,High-demand Message,Checkout Process,No,https://www.tntonlife.com/collections/houseware-kitchen/products/leather-repair-kit1-set
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,No,https://www.vinpok.com/products/tesmo-universe-book?variant=11815989674028
AN ITEM IN YOUR CART IS SELLING OUT QUICKLY,Popup in cart if you wait or try to leave the page,Scarcity,High-demand Message,Cart Page,No,https://www.wineenthusiast.com/storage/wine-refrigerators/6-50-bottle-wine-refrigerators.asp?fpid=17927
IN HIGH DEMAND!,Below product image. Shown for nearly all products.,Scarcity,High-demand Message,Product Page,No,https://www.wowcher.co.uk/deal/london/10587660/babyliss-curl-secret-hair-styler-54?usr_src=search
"An item you ordered is in high demand. No worries, we have prioritized your order.",Shown for all products,Scarcity,High-demand Message,Checkout Process,No,https://yeswevibe.com/collections/boots/products/flowers-3?variant=13513237823563
"An item you ordered is in high demand. No worries, we have reserved your order.",Shown for all products.,Scarcity,High-demand Message,Checkout Process,No,https://zodeys.com/products/real-raccoon-fur-slippers-women-2018-sliders-casual-fox-hair-flat-fluffy-fashion-home-summer-big-size-45-furry-flip-flops-shoes?utm_source=show-recent-order&utm_medium=notification
"Hurry, this style is selling fast!",Product detail,Scarcity,High-demand Message,Product Page,No,https://www.columbiasportswear.co.uk/womens-titan-ultra-half-zip-shirt-1803081.html?cgid=shopToStay-cool&dwvar_1803081_variationColor=466
In demand,Product detail,Scarcity,High-demand Message,Product Page,No,https://www.discountsupplements.ie/testa-testa-omega-3-algae-oil-epa-dha-60-gels
"Due To HIGH Demand, Cart Expires In: 08:41",Shown for all products,Scarcity,High-demand Message,Cart Page,No,https://commonpanda.com/products/colorwax
Selling Fast,Product detail. Shown for all products.,Scarcity,High-demand Message,Product Page,No,https://dailysale.com
"Hurry, this style is selling fast!",Product detail,Scarcity,High-demand Message,Product Page,No,https://www.columbia.com/mens-peakfreak-venture-suede-waterproof-shoe-1746401.html?cgid=sale&dwvar_1746401_variationColor=257
LIMITED OFFER: $125 Off + 2 Free Pillows,Product detail,Urgency,Limited-time Message,Product Page,No,https://www.nectarsleep.com/mattress
Sale ends soon,No deadline,Urgency,Limited-time Message,Product Page,No,https://www.yesstyle.com
* Limited Time Offer *\nFREE\nTLPWR1 Test Leads!,Product detail,Urgency,Limited-time Message,Product Page,No,http://www.testequipmentdepot.com/bk-precision/electronic-load/stand-alone/120v-600a-4500w-programmable-dc-electronic-load-8624.htm
"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo",Product detail,Urgency,Limited-time Message,Product Page,No,https://adamspolishes.com/adam-s-red-bottle-die-cut-sticker.html
LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!,Banner,Urgency,Limited-time Message,Product Page,No,https://affordableblinds.com/popular-product/essential-cordless-cellular-shade
FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,Banner,Urgency,Limited-time Message,Product Page,No,https://camilla.com/products/button-up-dress-with-lace-insert-olympe-ode
"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",Product detail,Urgency,Limited-time Message,Product Page,No,https://chinagadgetsreviews.com/utorch-corridor-porch-aisle-lights-flash-sale-for-only-7-99-gearbest.html
Limited Time Offer,Product detail,Urgency,Limited-time Message,Product Page,No,https://cspcart.com/products/microsoft-office-home-business-2019-for-mac
Limited time offer,Product detail,Urgency,Limited-time Message,Product Page,No,https://myfave.com/kuala-lumpur/chir-chir-malaysia-1-108-00-pavilion-elite-chir-chir-malaysia-rm100-cash-voucher-for-korean-fried-chicken-and-more-42766?referral=featured
Limited time offer,Product detail,Urgency,Limited-time Message,Product Page,No,https://myfave.com/kuala-lumpur/urban-hair-lounge-setiawalk-puchong-artizta-organic-hair-colouring-2-sessions-of-colour-treatment-mask-trim-wash-and-blow-for-1-person-59169
"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",Banner/Popup,Urgency,Limited-time Message,Product Page,No,https://purple.com/platform
"Now 30% off - hurry, limited time offer!",Product detail,Urgency,Limited-time Message,Product Page,No,https://runningboardwarehouse.com/p/ionic-41-series-brite-running-boards/
LIMITED TIME DEAL!,Product detail,Urgency,Limited-time Message,Product Page,No,https://safishing.com/shop/frost-tech-3-fleece-face-shields-pack-pick-your-pack-promo-eligible/#configuration
Wait! Take 10% off Your First Order Deal Expires Soon!,Popup,Urgency,Limited-time Message,Cart Page,No,https://sated.com/collections/sated/products/sated-keto-meal-shake-naturally-sweetened
LIMITED TIME SALE,Produt detail,Urgency,Limited-time Message,Product Page,No,https://shop.mochithings.com/products/84462
ONLY AVAILABLE FOR A LIMITED TIME,Product detail,Urgency,Limited-time Message,Product Page,No,https://shopcaseyneistat.com/collections/20-off/products/work-harder-hoodie
50% OFF for Limited Time Only!!!,Product detail,Urgency,Limited-time Message,Product Page,No,https://trendyparadize.com/collections/best-sellers/products/led-flower-crown?variant=11852764839978
"Only available for a LIMITED TIME, so get yours TODAY!",Product detail,Urgency,Limited-time Message,Product Page,No,https://viralstyle.com/ngo-thanh-tung/work-hard-in-silence-let-success-make?utm_source=featured
LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*,Banner,Urgency,Limited-time Message,Product Page,No,https://www.additionelle.com/en-us/non-padded-faux-wrap-sports-bra-sizes-g-and-h---nola/408419.html?cgid=New-Arrivals-Activewear&dwvar_408419_color=Black
Ends Sunday! $200 off any mattress . free shipping & free returns!,Been repeating this sale for a long time. See webarchive data here: https://web.archive.org/web/*/https://www.amerisleep.com/,Urgency,Limited-time Message,Product Page,No,https://www.amerisleep.com/as2.html
Act now and save $12.99. Limited time only!,Product detail,Urgency,Limited-time Message,Product Page,No,https://www.bestcigarprices.com/cigar-directory/rocky-patel-sun-grown-cigars/rocky-patel-sun-grown-toro-8255/?saleid=25775
"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",Product detail,Urgency,Limited-time Message,Product Page,No,https://www.bodybuilding.com/store/muscletech/hydroxycut-hardcore-elite.html
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,Product detail,Urgency,Limited-time Message,Product Page,No,https://www.bravoconcealment.com/collections/inside-the-waistband-appendix-kydex-holsters/products/torsion-gun-holster-super-combo
ON SALE AT $1.99 FOR A LIMITED TIME,Product detail,Urgency,Limited-time Message,Product Page,No,https://www.buckwholesale.com/blank-dad-hats-bk-caps-unisex-cotton-polo-unstructured-low-profile-baseball-caps-with-buckle-back-closure-34-colors-4921/
LIMITED TIME: FREE SHIPPING LOWERED TO ORDERS OVER $69.95!,Banner,Urgency,Limited-time Message,Product Page,No,https://www.candyfavorites.com/snickers-creamy-peanut-butter-share
"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",Banner,Urgency,Limited-time Message,Product Page,No,https://www.cases.com/apple-iphone-6-plus-iphone-6s-plus-iphone-7-plus-iphone-8-plus-incipio-kate-spade-new-york-protective-hardshell-case-dream-floral-cream-rose-dew-tech-pink-sand-black-gold-foil/
Sale ends soon:,No deadline,Urgency,Limited-time Message,Product Page,No,https://www.chicwish.com/secret-to-sweetness-bowknot-chiffon-dress-in-pink.html
FOR A LIMITED TIME ONLY,Product detail,Urgency,Limited-time Message,Product Page,No,https://www.cobone.com/en/deals/dubai/fun-city-play-membership-landmark/86605
Limited Time Promo $194.00,Product detail,Urgency,Limited-time Message,Product Page,No,https://www.corvettemods.com/C6-Corvette-Z06-2006-2013-RaceMesh-Front-Lower-Grille--Black-Electro-Polished-Stainless_p_19193.html
Limited Time Offer!,All products on sale? No deadline.,Urgency,Limited-time Message,Product Page,No,https://www.coverscart.com/One_plus/OnePlus-3/Dark-Lines-Pattern-Back-Case-for-OnePlus-3
LIMITED TIME ONLY: FREE SHIPPING TO SELECT COUNTRIES ON ORDERS OVER $100!,Banner,Urgency,Limited-time Message,Product Page,No,https://www.crankbrothers.com/collections/twin-pair-spoke-accessories/products/cobalt-iodine-zinc-front-endcap
Limited Time,Product detail,Urgency,Limited-time Message,Product Page,No,https://www.cyclingexpress.com/en/productdia/25925748/campagnolo-bora-one-50-ac3-clincher-carbon-road-wheelset.html
